#             sqrt(s)             alpha_s           alpha_qed              weight            beam1_px            beam1_py            beam1_pz             beam1_E            beam2_px            beam2_py            beam2_pz             beam2_E           final1_px           final1_py           final1_pz            final1_E           final2_px           final2_py           final2_pz            final2_E
                  90               0.118          0.00729915                   1                   0                   0            -44.9215             44.9215                   0                   0             44.9215             44.9215            -14.0889             -37.261            -20.7619             44.9215             14.0889              37.261             20.7619             44.9215
                  90               0.118          0.00729915                   1                   0                   0            -46.1691             46.1691                   0                   0             46.1691             46.1691             45.0537            -8.56017             5.33582             46.1691            -45.0537             8.56017            -5.33582             46.1691
                  90               0.118          0.00729915                   1                   0                   0            -41.7976             41.7976                   0                   0             41.7976             41.7976              21.748            -35.3972             4.59411             41.7976             -21.748             35.3972            -4.59411             41.7976
                  90               0.118          0.00729915                   1                   0                   0            -45.7756             45.7756                   0                   0             45.7756             45.7756             15.4986             15.4158            -40.2188             45.7756            -15.4986            -15.4158             40.2188             45.7756
                  90               0.118          0.00729915                   1                   0                   0            -45.1703             45.1703                   0                   0             45.1703             45.1703             2.74374             -5.9351            -44.6945             45.1703            -2.74374              5.9351             44.6945             45.1703
                  90               0.118          0.00729915                   1                   0                   0            -45.3298             45.3298                   0                   0             45.3298             45.3298             -22.637             4.92731            -38.9626             45.3298              22.637            -4.92731             38.9626             45.3298
                  90               0.118          0.00729915                   1                   0                   0            -43.8311             43.8311                   0                   0             43.8311             43.8311            -25.7329             22.7235            -27.2512             43.8311             25.7329            -22.7235             27.2512             43.8311
                  90               0.118          0.00729915                   1                   0                   0             -35.413              35.413                   0                   0              35.413              35.413           -0.182763             16.3741            -31.3996              35.413            0.182763            -16.3741             31.3996              35.413
                  90               0.118          0.00729915                   1                   0                   0            -45.4826             45.4826                   0                   0             45.4826             45.4826             21.1881             6.70418            -39.6835             45.4826            -21.1881            -6.70418             39.6835             45.4826
                  90               0.118          0.00729915                   1                   0                   0            -51.7104             51.7104                   0                   0             51.7104             51.7104            -10.9583             6.38873            -50.1305             51.7104             10.9583            -6.38873             50.1305             51.7104
                  90               0.118          0.00729915                   1                   0                   0            -45.0681             45.0681                   0                   0             45.0681             45.0681             22.0423            -20.3335            -33.6426             45.0681            -22.0423             20.3335             33.6426             45.0681
                  90               0.118          0.00729915                   1                   0                   0            -46.1122             46.1122                   0                   0             46.1122             46.1122             22.5245            -33.0987            -22.8791             46.1122            -22.5245             33.0987             22.8791             46.1122
                  90               0.118          0.00729915                   1                   0                   0            -45.7004             45.7004                   0                   0             45.7004             45.7004          -0.0981066             44.9878            -8.03831             45.7004           0.0981066            -44.9878             8.03831             45.7004
                  90               0.118          0.00729915                   1                   0                   0            -47.7715             47.7715                   0                   0             47.7715             47.7715            -9.74548             16.5881            -43.7262             47.7715             9.74548            -16.5881             43.7262             47.7715
                  90               0.118          0.00729915                   1                   0                   0            -42.0836             42.0836                   0                   0             42.0836             42.0836             32.0468             20.1749            -18.3576             42.0836            -32.0468            -20.1749             18.3576             42.0836
                  90               0.118          0.00729915                   1                   0                   0            -45.6101             45.6101                   0                   0             45.6101             45.6101            -10.1618             17.6566             40.8076             45.6101             10.1618            -17.6566            -40.8076             45.6101
                  90               0.118          0.00729915                   1                   0                   0            -45.9218             45.9218                   0                   0             45.9218             45.9218            -20.0892             4.42518            -41.0567             45.9218             20.0892            -4.42518             41.0567             45.9218
                  90               0.118          0.00729915                   1                   0                   0            -45.4892             45.4892                   0                   0             45.4892             45.4892            -19.1441             34.9382            -21.9567             45.4892             19.1441            -34.9382             21.9567             45.4892
                  90               0.118          0.00729915                   1                   0                   0            -46.8828             46.8828                   0                   0             46.8828             46.8828            -14.6014             38.0731            -23.1352             46.8828             14.6014            -38.0731             23.1352             46.8828
                  90               0.118          0.00729915                   1                   0                   0            -48.7915             48.7915                   0                   0             48.7915             48.7915             1.85127            -10.3149            -47.6528             48.7915            -1.85127             10.3149             47.6528             48.7915
                  90               0.118          0.00729915                   1                   0                   0            -45.3188             45.3188                   0                   0             45.3188             45.3188            -24.4952             10.1569            -36.7508             45.3188             24.4952            -10.1569             36.7508             45.3188
                  90               0.118          0.00729915                   1                   0                   0            -51.3991             51.3991                   0                   0             51.3991             51.3991             7.46131             2.58684            -50.7888             51.3991            -7.46131            -2.58684             50.7888             51.3991
                  90               0.118          0.00729915                   1                   0                   0            -46.3827             46.3827                   0                   0             46.3827             46.3827            -7.76071             5.84317             -45.354             46.3827             7.76071            -5.84317              45.354             46.3827
                  90               0.118          0.00729915                   1                   0                   0             -46.193              46.193                   0                   0              46.193              46.193             29.4021            -15.4856             -32.086              46.193            -29.4021             15.4856              32.086              46.193
                  90               0.118          0.00729915                   1                   0                   0            -45.7838             45.7838                   0                   0             45.7838             45.7838             24.4577            -38.6504            -2.03177             45.7838            -24.4577             38.6504             2.03177             45.7838
                  90               0.118          0.00729915                   1                   0                   0            -44.9952             44.9952                   0                   0             44.9952             44.9952            -1.86496              7.6333            -44.3038             44.9952             1.86496             -7.6333             44.3038             44.9952
                  90               0.118          0.00729915                   1                   0                   0            -45.4136             45.4136                   0                   0             45.4136             45.4136            -3.79103             23.4496            -38.7058             45.4136             3.79103            -23.4496             38.7058             45.4136
                  90               0.118          0.00729915                   1                   0                   0            -38.1617             38.1617                   0                   0             38.1617             38.1617            -4.64552             5.43459             -37.486             38.1617             4.64552            -5.43459              37.486             38.1617
                  90               0.118          0.00729915                   1                   0                   0            -51.3695             51.3695                   0                   0             51.3695             51.3695            -41.2428             6.28809             -29.972             51.3695             41.2428            -6.28809              29.972             51.3695
                  90               0.118          0.00729915                   1                   0                   0            -49.3029             49.3029                   0                   0             49.3029             49.3029             8.78346             11.1875            -47.2066             49.3029            -8.78346            -11.1875             47.2066             49.3029
                  90               0.118          0.00729915                   1                   0                   0            -41.3364             41.3364                   0                   0             41.3364             41.3364             3.53964             4.28877            -40.9606             41.3364            -3.53964            -4.28877             40.9606             41.3364
                  90               0.118          0.00729915                   1                   0                   0            -44.7638             44.7638                   0                   0             44.7638             44.7638            -4.44512             42.3593            -13.7742             44.7638             4.44512            -42.3593             13.7742             44.7638
                  90               0.118          0.00729915                   1                   0                   0            -39.2959             39.2959                   0                   0             39.2959             39.2959            0.715191            -7.03589            -38.6543             39.2959           -0.715191             7.03589             38.6543             39.2959
                  90               0.118          0.00729915                   1                   0                   0            -44.1418             44.1418                   0                   0             44.1418             44.1418             28.5641             31.3127            -12.3331             44.1418            -28.5641            -31.3127             12.3331             44.1418
                  90               0.118          0.00729915                   1                   0                   0            -48.0521             48.0521                   0                   0             48.0521             48.0521            -4.08586             2.89643            -47.7904             48.0521             4.08586            -2.89643             47.7904             48.0521
                  90               0.118          0.00729915                   1                   0                   0            -48.7912             48.7912                   0                   0             48.7912             48.7912            -1.18068              5.9873            -48.4081             48.7912             1.18068             -5.9873             48.4081             48.7912
                  90               0.118          0.00729915                   1                   0                   0            -47.9881             47.9881                   0                   0             47.9881             47.9881            -18.7787             37.4948            -23.3315             47.9881             18.7787            -37.4948             23.3315             47.9881
                  90               0.118          0.00729915                   1                   0                   0            -45.3719             45.3719                   0                   0             45.3719             45.3719            -19.6993             31.8619            -25.6001             45.3719             19.6993            -31.8619             25.6001             45.3719
                  90               0.118          0.00729915                   1                   0                   0            -45.9214             45.9214                   0                   0             45.9214             45.9214             23.8837            -34.1114            -19.3585             45.9214            -23.8837             34.1114             19.3585             45.9214
                  90               0.118          0.00729915                   1                   0                   0            -45.6365             45.6365                   0                   0             45.6365             45.6365            -38.0129             3.24031            -25.0442             45.6365             38.0129            -3.24031             25.0442             45.6365
                  90               0.118          0.00729915                   1                   0                   0            -50.0083             50.0083                   0                   0             50.0083             50.0083              3.8729            -8.00492            -49.2113             50.0083             -3.8729             8.00492             49.2113             50.0083
                  90               0.118          0.00729915                   1                   0                   0            -47.4981             47.4981                   0                   0             47.4981             47.4981            -3.35863             9.64559             -46.387             47.4981             3.35863            -9.64559              46.387             47.4981
                  90               0.118          0.00729915                   1                   0                   0            -46.2745             46.2745                   0                   0             46.2745             46.2745            -22.0523            -22.5423            -33.8656             46.2745             22.0523             22.5423             33.8656             46.2745
                  90               0.118          0.00729915                   1                   0                   0            -46.0399             46.0399                   0                   0             46.0399             46.0399             23.8527            -35.1461            -17.7616             46.0399            -23.8527             35.1461             17.7616             46.0399
                  90               0.118          0.00729915                   1                   0                   0            -45.1396             45.1396                   0                   0             45.1396             45.1396             -29.092             3.60762            -34.3253             45.1396              29.092            -3.60762             34.3253             45.1396
                  90               0.118          0.00729915                   1                   0                   0             -47.691              47.691                   0                   0              47.691              47.691             15.1565             -11.795            -43.6531              47.691            -15.1565              11.795             43.6531              47.691
                  90               0.118          0.00729915                   1                   0                   0            -45.5071             45.5071                   0                   0             45.5071             45.5071             27.7289            -32.6351            -15.3933             45.5071            -27.7289             32.6351             15.3933             45.5071
                  90               0.118          0.00729915                   1                   0                   0            -45.8224             45.8224                   0                   0             45.8224             45.8224             29.8482             -29.086            -19.0469             45.8224            -29.8482              29.086             19.0469             45.8224
                  90               0.118          0.00729915                   1                   0                   0            -46.0675             46.0675                   0                   0             46.0675             46.0675             4.91639            -45.3971            -6.09478             46.0675            -4.91639             45.3971             6.09478             46.0675
                  90               0.118          0.00729915                   1                   0                   0            -46.4392             46.4392                   0                   0             46.4392             46.4392             35.7533            -24.1564            -17.1688             46.4392            -35.7533             24.1564             17.1688             46.4392
                  90               0.118          0.00729915                   1                   0                   0            -50.0221             50.0221                   0                   0             50.0221             50.0221            -3.70813             6.82388            -49.4156             50.0221             3.70813            -6.82388             49.4156             50.0221
                  90               0.118          0.00729915                   1                   0                   0            -42.5989             42.5989                   0                   0             42.5989             42.5989             5.52705           -0.490864            -42.2359             42.5989            -5.52705            0.490864             42.2359             42.5989
                  90               0.118          0.00729915                   1                   0                   0            -50.7655             50.7655                   0                   0             50.7655             50.7655             5.15129             2.75517            -50.4283             50.7655            -5.15129            -2.75517             50.4283             50.7655
                  90               0.118          0.00729915                   1                   0                   0            -40.9026             40.9026                   0                   0             40.9026             40.9026             3.05021            -23.9481            -33.0183             40.9026            -3.05021             23.9481             33.0183             40.9026
                  90               0.118          0.00729915                   1                   0                   0            -47.3396             47.3396                   0                   0             47.3396             47.3396            -35.7247            -6.02958            -30.4701             47.3396             35.7247             6.02958             30.4701             47.3396
                  90               0.118          0.00729915                   1                   0                   0            -45.8134             45.8134                   0                   0             45.8134             45.8134             33.9845              2.0802            -30.6528             45.8134            -33.9845             -2.0802             30.6528             45.8134
                  90               0.118          0.00729915                   1                   0                   0            -45.3306             45.3306                   0                   0             45.3306             45.3306             16.4921             31.4903            -28.1288             45.3306            -16.4921            -31.4903             28.1288             45.3306
                  90               0.118          0.00729915                   1                   0                   0            -45.8279             45.8279                   0                   0             45.8279             45.8279            -33.0125            -31.2009            -6.07258             45.8279             33.0125             31.2009             6.07258             45.8279
                  90               0.118          0.00729915                   1                   0                   0            -46.0412             46.0412                   0                   0             46.0412             46.0412             4.11974            -7.31809            -45.2688             46.0412            -4.11974             7.31809             45.2688             46.0412
                  90               0.118          0.00729915                   1                   0                   0            -39.8311             39.8311                   0                   0             39.8311             39.8311            -5.08649             7.99134            -38.6883             39.8311             5.08649            -7.99134             38.6883             39.8311
                  90               0.118          0.00729915                   1                   0                   0            -47.4618             47.4618                   0                   0             47.4618             47.4618             33.5028            -33.2728             4.80665             47.4618            -33.5028             33.2728            -4.80665             47.4618
                  90               0.118          0.00729915                   1                   0                   0            -48.9759             48.9759                   0                   0             48.9759             48.9759             6.50479            -5.66206            -48.2107             48.9759            -6.50479             5.66206             48.2107             48.9759
                  90               0.118          0.00729915                   1                   0                   0              -47.81               47.81                   0                   0               47.81               47.81             36.0842             12.9717            -28.5562               47.81            -36.0842            -12.9717             28.5562               47.81
                  90               0.118          0.00729915                   1                   0                   0            -52.0925             52.0925                   0                   0             52.0925             52.0925            0.978476            -6.55528            -51.6691             52.0925           -0.978476             6.55528             51.6691             52.0925
                  90               0.118          0.00729915                   1                   0                   0            -45.6079             45.6079                   0                   0             45.6079             45.6079             39.3441             16.5831            -16.0351             45.6079            -39.3441            -16.5831             16.0351             45.6079
                  90               0.118          0.00729915                   1                   0                   0            -43.7987             43.7987                   0                   0             43.7987             43.7987             -25.412             5.53315             35.2412             43.7987              25.412            -5.53315            -35.2412             43.7987
                  90               0.118          0.00729915                   1                   0                   0             -47.497              47.497                   0                   0              47.497              47.497            -19.4129             23.1337            -36.6597              47.497             19.4129            -23.1337             36.6597              47.497
                  90               0.118          0.00729915                   1                   0                   0            -45.5085             45.5085                   0                   0             45.5085             45.5085            -14.6617            -5.29744            -42.7551             45.5085             14.6617             5.29744             42.7551             45.5085
                  90               0.118          0.00729915                   1                   0                   0            -45.7299             45.7299                   0                   0             45.7299             45.7299             17.9254            -31.5545             27.8248             45.7299            -17.9254             31.5545            -27.8248             45.7299
                  90               0.118          0.00729915                   1                   0                   0             -35.829              35.829                   0                   0              35.829              35.829             9.71111             8.13676            -33.5142              35.829            -9.71111            -8.13676             33.5142              35.829
                  90               0.118          0.00729915                   1                   0                   0            -46.3389             46.3389                   0                   0             46.3389             46.3389            -24.4792            -12.7718            -37.2148             46.3389             24.4792             12.7718             37.2148             46.3389
                  90               0.118          0.00729915                   1                   0                   0            -51.0268             51.0268                   0                   0             51.0268             51.0268             6.07163            -2.50465            -50.6024             51.0268            -6.07163             2.50465             50.6024             51.0268
                  90               0.118          0.00729915                   1                   0                   0            -47.9541             47.9541                   0                   0             47.9541             47.9541            -6.54527             -46.704             8.68843             47.9541             6.54527              46.704            -8.68843             47.9541
                  90               0.118          0.00729915                   1                   0                   0            -51.1116             51.1116                   0                   0             51.1116             51.1116            -10.3758             20.1458            -45.8136             51.1116             10.3758            -20.1458             45.8136             51.1116
                  90               0.118          0.00729915                   1                   0                   0            -45.5375             45.5375                   0                   0             45.5375             45.5375            -34.3873            -24.0203            -17.7258             45.5375             34.3873             24.0203             17.7258             45.5375
                  90               0.118          0.00729915                   1                   0                   0            -44.1762             44.1762                   0                   0             44.1762             44.1762            -7.89999             7.99006            -42.7233             44.1762             7.89999            -7.99006             42.7233             44.1762
                  90               0.118          0.00729915                   1                   0                   0            -52.8986             52.8986                   0                   0             52.8986             52.8986             6.88465            -8.07061             -51.824             52.8986            -6.88465             8.07061              51.824             52.8986
                  90               0.118          0.00729915                   1                   0                   0             -46.625              46.625                   0                   0              46.625              46.625             5.83311             36.0365             -29.004              46.625            -5.83311            -36.0365              29.004              46.625
                  90               0.118          0.00729915                   1                   0                   0            -46.4577             46.4577                   0                   0             46.4577             46.4577              10.521            -34.1504             -29.688             46.4577             -10.521             34.1504              29.688             46.4577
                  90               0.118          0.00729915                   1                   0                   0            -45.2577             45.2577                   0                   0             45.2577             45.2577            -3.16267            -21.9338            -39.4609             45.2577             3.16267             21.9338             39.4609             45.2577
                  90               0.118          0.00729915                   1                   0                   0            -45.5234             45.5234                   0                   0             45.5234             45.5234             29.7862            -14.0595            -31.4243             45.5234            -29.7862             14.0595             31.4243             45.5234
                  90               0.118          0.00729915                   1                   0                   0            -49.0653             49.0653                   0                   0             49.0653             49.0653            -8.62164            -13.3063            -46.4329             49.0653             8.62164             13.3063             46.4329             49.0653
                  90               0.118          0.00729915                   1                   0                   0             -48.456              48.456                   0                   0              48.456              48.456            -43.6392             21.0236            -1.27127              48.456             43.6392            -21.0236             1.27127              48.456
                  90               0.118          0.00729915                   1                   0                   0            -44.5259             44.5259                   0                   0             44.5259             44.5259             30.6976             23.4846            -22.1062             44.5259            -30.6976            -23.4846             22.1062             44.5259
                  90               0.118          0.00729915                   1                   0                   0            -44.4314             44.4314                   0                   0             44.4314             44.4314             30.5149            -9.56371            -30.8469             44.4314            -30.5149             9.56371             30.8469             44.4314
                  90               0.118          0.00729915                   1                   0                   0            -48.7293             48.7293                   0                   0             48.7293             48.7293           -0.566159             5.33475            -48.4331             48.7293            0.566159            -5.33475             48.4331             48.7293
                  90               0.118          0.00729915                   1                   0                   0            -45.7329             45.7329                   0                   0             45.7329             45.7329            -1.96689              7.1326            -45.1304             45.7329             1.96689             -7.1326             45.1304             45.7329
                  90               0.118          0.00729915                   1                   0                   0            -46.4659             46.4659                   0                   0             46.4659             46.4659             4.69407             2.84903            -46.1404             46.4659            -4.69407            -2.84903             46.1404             46.4659
                  90               0.118          0.00729915                   1                   0                   0            -45.7086             45.7086                   0                   0             45.7086             45.7086             10.7681            -15.0751             -41.786             45.7086            -10.7681             15.0751              41.786             45.7086
                  90               0.118          0.00729915                   1                   0                   0            -45.8014             45.8014                   0                   0             45.8014             45.8014             22.7436              32.413            -23.0194             45.8014            -22.7436             -32.413             23.0194             45.8014
                  90               0.118          0.00729915                   1                   0                   0            -38.9645             38.9645                   0                   0             38.9645             38.9645            0.659092            -5.10294            -38.6232             38.9645           -0.659092             5.10294             38.6232             38.9645
                  90               0.118          0.00729915                   1                   0                   0            -47.1651             47.1651                   0                   0             47.1651             47.1651              36.162             14.8848            -26.3685             47.1651             -36.162            -14.8848             26.3685             47.1651
                  90               0.118          0.00729915                   1                   0                   0            -47.1045             47.1045                   0                   0             47.1045             47.1045             39.5888            -16.7694             19.2444             47.1045            -39.5888             16.7694            -19.2444             47.1045
                  90               0.118          0.00729915                   1                   0                   0            -46.3437             46.3437                   0                   0             46.3437             46.3437            -42.6117             16.8001            -7.05254             46.3437             42.6117            -16.8001             7.05254             46.3437
                  90               0.118          0.00729915                   1                   0                   0            -45.5049             45.5049                   0                   0             45.5049             45.5049            -14.8769            -12.6218            -41.1104             45.5049             14.8769             12.6218             41.1104             45.5049
                  90               0.118          0.00729915                   1                   0                   0            -45.2591             45.2591                   0                   0             45.2591             45.2591             19.4089            -26.6902            -30.9728             45.2591            -19.4089             26.6902             30.9728             45.2591
                  90               0.118          0.00729915                   1                   0                   0            -42.5199             42.5199                   0                   0             42.5199             42.5199             7.88349            -2.60316            -41.7015             42.5199            -7.88349             2.60316             41.7015             42.5199
                  90               0.118          0.00729915                   1                   0                   0             -44.934              44.934                   0                   0              44.934              44.934             40.9999             15.1376             -10.437              44.934            -40.9999            -15.1376              10.437              44.934
                  90               0.118          0.00729915                   1                   0                   0            -46.9216             46.9216                   0                   0             46.9216             46.9216            -21.2237             7.22808            -41.2183             46.9216             21.2237            -7.22808             41.2183             46.9216
                  90               0.118          0.00729915                   1                   0                   0             -50.131              50.131                   0                   0              50.131              50.131             38.3786            -3.26195            -32.0867              50.131            -38.3786             3.26195             32.0867              50.131
                  90               0.118          0.00729915                   1                   0                   0            -46.5922             46.5922                   0                   0             46.5922             46.5922            -15.5061            -17.9702            -40.0933             46.5922             15.5061             17.9702             40.0933             46.5922
                  90               0.118          0.00729915                   1                   0                   0            -40.9798             40.9798                   0                   0             40.9798             40.9798             -4.0581             3.89094            -40.5923             40.9798              4.0581            -3.89094             40.5923             40.9798
                  90               0.118          0.00729915                   1                   0                   0            -45.2334             45.2334                   0                   0             45.2334             45.2334            -9.07065             23.9148            -37.3078             45.2334             9.07065            -23.9148             37.3078             45.2334
                  90               0.118          0.00729915                   1                   0                   0            -47.2352             47.2352                   0                   0             47.2352             47.2352            -11.4751             16.9753            -42.5597             47.2352             11.4751            -16.9753             42.5597             47.2352
                  90               0.118          0.00729915                   1                   0                   0            -45.2156             45.2156                   0                   0             45.2156             45.2156             16.8183             -7.6747            -41.2637             45.2156            -16.8183              7.6747             41.2637             45.2156
                  90               0.118          0.00729915                   1                   0                   0            -45.5367             45.5367                   0                   0             45.5367             45.5367            -41.0055             16.8253            -10.4426             45.5367             41.0055            -16.8253             10.4426             45.5367
                  90               0.118          0.00729915                   1                   0                   0            -46.8742             46.8742                   0                   0             46.8742             46.8742             14.0387             -19.472             -40.261             46.8742            -14.0387              19.472              40.261             46.8742
                  90               0.118          0.00729915                   1                   0                   0            -45.1527             45.1527                   0                   0             45.1527             45.1527             -10.229            -17.6687            -40.2734             45.1527              10.229             17.6687             40.2734             45.1527
                  90               0.118          0.00729915                   1                   0                   0            -53.1565             53.1565                   0                   0             53.1565             53.1565           -0.453912             9.55356             -52.289             53.1565            0.453912            -9.55356              52.289             53.1565
                  90               0.118          0.00729915                   1                   0                   0            -36.3889             36.3889                   0                   0             36.3889             36.3889              1.4561             7.92477            -35.4856             36.3889             -1.4561            -7.92477             35.4856             36.3889
                  90               0.118          0.00729915                   1                   0                   0            -46.5254             46.5254                   0                   0             46.5254             46.5254            -10.7116             11.6425            -43.7531             46.5254             10.7116            -11.6425             43.7531             46.5254
                  90               0.118          0.00729915                   1                   0                   0            -46.3516             46.3516                   0                   0             46.3516             46.3516            -1.50842            -34.8189            -30.5588             46.3516             1.50842             34.8189             30.5588             46.3516
                  90               0.118          0.00729915                   1                   0                   0            -50.7621             50.7621                   0                   0             50.7621             50.7621            -7.59571            -7.61692            -49.6092             50.7621             7.59571             7.61692             49.6092             50.7621
