#             sqrt(s)             alpha_s           alpha_qed              weight            beam1_px            beam1_py            beam1_pz             beam1_E            beam2_px            beam2_py            beam2_pz             beam2_E           final1_px           final1_py           final1_pz            final1_E           final2_px           final2_py           final2_pz            final2_E
                  90               0.118          0.00729915                   1                   0                   0            -53.6066             53.6066                   0                   0             53.6066             53.6066              6.7294             35.8936            -39.2433             53.6066             -6.7294            -35.8936             39.2433             53.6066
                  90               0.118          0.00729915                   1                   0                   0            -46.1432             46.1432                   0                   0             46.1432             46.1432              9.1521            -5.09665            -44.9384             46.1432             -9.1521             5.09665             44.9384             46.1432
                  90               0.118          0.00729915                   1                   0                   0            -46.4074             46.4074                   0                   0             46.4074             46.4074            -7.05985             9.42676            -44.8881             46.4074             7.05985            -9.42676             44.8881             46.4074
                  90               0.118          0.00729915                   1                   0                   0            -46.0741             46.0741                   0                   0             46.0741             46.0741            -31.6159             25.1366             22.1676             46.0741             31.6159            -25.1366            -22.1676             46.0741
                  90               0.118          0.00729915                   1                   0                   0            -44.7452             44.7452                   0                   0             44.7452             44.7452             43.5757             4.72119            -8.99998             44.7452            -43.5757            -4.72119             8.99998             44.7452
                  90               0.118          0.00729915                   1                   0                   0            -40.5465             40.5465                   0                   0             40.5465             40.5465              7.4146              5.0541            -39.5411             40.5465             -7.4146             -5.0541             39.5411             40.5465
                  90               0.118          0.00729915                   1                   0                   0            -44.9391             44.9391                   0                   0             44.9391             44.9391            -15.2232            -31.6753            -28.0081             44.9391             15.2232             31.6753             28.0081             44.9391
                  90               0.118          0.00729915                   1                   0                   0             -45.766              45.766                   0                   0              45.766              45.766            -8.85989             7.49423            -44.2704              45.766             8.85989            -7.49423             44.2704              45.766
                  90               0.118          0.00729915                   1                   0                   0            -35.7555             35.7555                   0                   0             35.7555             35.7555            -8.05259             8.00214            -33.9055             35.7555             8.05259            -8.00214             33.9055             35.7555
                  90               0.118          0.00729915                   1                   0                   0            -45.7284             45.7284                   0                   0             45.7284             45.7284             20.0131             7.59527            -40.4088             45.7284            -20.0131            -7.59527             40.4088             45.7284
                  90               0.118          0.00729915                   1                   0                   0            -54.8812             54.8812                   0                   0             54.8812             54.8812            -8.72081            -14.3248            -52.2561             54.8812             8.72081             14.3248             52.2561             54.8812
                  90               0.118          0.00729915                   1                   0                   0            -41.4839             41.4839                   0                   0             41.4839             41.4839            -1.39896            -5.08044            -41.1479             41.4839             1.39896             5.08044             41.1479             41.4839
                  90               0.118          0.00729915                   1                   0                   0            -46.5296             46.5296                   0                   0             46.5296             46.5296                13.1             31.8084            -31.3307             46.5296               -13.1            -31.8084             31.3307             46.5296
                  90               0.118          0.00729915                   1                   0                   0            -45.5791             45.5791                   0                   0             45.5791             45.5791             -44.371             3.55336            -9.79977             45.5791              44.371            -3.55336             9.79977             45.5791
                  90               0.118          0.00729915                   1                   0                   0            -53.7754             53.7754                   0                   0             53.7754             53.7754             2.92513             5.70887            -53.3914             53.7754            -2.92513            -5.70887             53.3914             53.7754
                  90               0.118          0.00729915                   1                   0                   0            -44.5032             44.5032                   0                   0             44.5032             44.5032            -32.9994              27.027            -12.6934             44.5032             32.9994             -27.027             12.6934             44.5032
                  90               0.118          0.00729915                   1                   0                   0            -52.3056             52.3056                   0                   0             52.3056             52.3056            -3.43989             -6.7033            -51.7601             52.3056             3.43989              6.7033             51.7601             52.3056
                  90               0.118          0.00729915                   1                   0                   0            -45.3168             45.3168                   0                   0             45.3168             45.3168             -29.395            -25.9153            -22.7583             45.3168              29.395             25.9153             22.7583             45.3168
                  90               0.118          0.00729915                   1                   0                   0            -46.0979             46.0979                   0                   0             46.0979             46.0979             5.77504            -22.6493            -39.7325             46.0979            -5.77504             22.6493             39.7325             46.0979
                  90               0.118          0.00729915                   1                   0                   0             -48.791              48.791                   0                   0              48.791              48.791             8.64923            -4.44981            -47.8117              48.791            -8.64923             4.44981             47.8117              48.791
                  90               0.118          0.00729915                   1                   0                   0            -48.6224             48.6224                   0                   0             48.6224             48.6224            0.491504            -7.04535            -48.1067             48.6224           -0.491504             7.04535             48.1067             48.6224
                  90               0.118          0.00729915                   1                   0                   0            -45.2757             45.2757                   0                   0             45.2757             45.2757             7.30738            -33.9514            -29.0481             45.2757            -7.30738             33.9514             29.0481             45.2757
                  90               0.118          0.00729915                   1                   0                   0             -47.356              47.356                   0                   0              47.356              47.356             38.9029            -25.7314            -8.18816              47.356            -38.9029             25.7314             8.18816              47.356
                  90               0.118          0.00729915                   1                   0                   0            -47.9641             47.9641                   0                   0             47.9641             47.9641             18.6861            -1.52025            -44.1484             47.9641            -18.6861             1.52025             44.1484             47.9641
                  90               0.118          0.00729915                   1                   0                   0            -36.8059             36.8059                   0                   0             36.8059             36.8059             6.19074            -4.57611            -35.9918             36.8059            -6.19074             4.57611             35.9918             36.8059
                  90               0.118          0.00729915                   1                   0                   0            -46.0589             46.0589                   0                   0             46.0589             46.0589             12.8286             11.0992            -42.8212             46.0589            -12.8286            -11.0992             42.8212             46.0589
                  90               0.118          0.00729915                   1                   0                   0            -45.0879             45.0879                   0                   0             45.0879             45.0879             8.42958             15.8335            -41.3662             45.0879            -8.42958            -15.8335             41.3662             45.0879
                  90               0.118          0.00729915                   1                   0                   0             -45.451              45.451                   0                   0              45.451              45.451            -36.7517             22.2625            -14.8151              45.451             36.7517            -22.2625             14.8151              45.451
                  90               0.118          0.00729915                   1                   0                   0            -45.6256             45.6256                   0                   0             45.6256             45.6256             34.6768             1.88153            -29.5918             45.6256            -34.6768            -1.88153             29.5918             45.6256
                  90               0.118          0.00729915                   1                   0                   0            -47.3723             47.3723                   0                   0             47.3723             47.3723             18.1576            -21.0681             -38.348             47.3723            -18.1576             21.0681              38.348             47.3723
                  90               0.118          0.00729915                   1                   0                   0            -45.9967             45.9967                   0                   0             45.9967             45.9967             24.8281            -35.5503            -15.3442             45.9967            -24.8281             35.5503             15.3442             45.9967
                  90               0.118          0.00729915                   1                   0                   0            -44.9306             44.9306                   0                   0             44.9306             44.9306            -3.50968              4.3378            -44.5828             44.9306             3.50968             -4.3378             44.5828             44.9306
                  90               0.118          0.00729915                   1                   0                   0             -46.806              46.806                   0                   0              46.806              46.806             4.98155             5.89667            -46.1651              46.806            -4.98155            -5.89667             46.1651              46.806
                  90               0.118          0.00729915                   1                   0                   0            -45.9444             45.9444                   0                   0             45.9444             45.9444            -20.1374            -33.6312            -23.9649             45.9444             20.1374             33.6312             23.9649             45.9444
                  90               0.118          0.00729915                   1                   0                   0            -46.8807             46.8807                   0                   0             46.8807             46.8807           -0.666092            -6.92148            -46.3621             46.8807            0.666092             6.92148             46.3621             46.8807
                  90               0.118          0.00729915                   1                   0                   0            -44.9548             44.9548                   0                   0             44.9548             44.9548            -24.8449            -28.2767            -24.5782             44.9548             24.8449             28.2767             24.5782             44.9548
                  90               0.118          0.00729915                   1                   0                   0            -45.5686             45.5686                   0                   0             45.5686             45.5686             5.98016             -17.797            -41.5211             45.5686            -5.98016              17.797             41.5211             45.5686
                  90               0.118          0.00729915                   1                   0                   0            -45.5296             45.5296                   0                   0             45.5296             45.5296            -26.6335             3.56981            -36.7539             45.5296             26.6335            -3.56981             36.7539             45.5296
                  90               0.118          0.00729915                   1                   0                   0            -45.0858             45.0858                   0                   0             45.0858             45.0858            -43.6512             0.79473             11.2547             45.0858             43.6512            -0.79473            -11.2547             45.0858
                  90               0.118          0.00729915                   1                   0                   0            -45.7082             45.7082                   0                   0             45.7082             45.7082             39.7463            -9.70658             20.3778             45.7082            -39.7463             9.70658            -20.3778             45.7082
                  90               0.118          0.00729915                   1                   0                   0            -54.0618             54.0618                   0                   0             54.0618             54.0618            -1.97638             5.68267             -53.726             54.0618             1.97638            -5.68267              53.726             54.0618
                  90               0.118          0.00729915                   1                   0                   0            -46.9757             46.9757                   0                   0             46.9757             46.9757             14.6522            -7.40859            -44.0129             46.9757            -14.6522             7.40859             44.0129             46.9757
                  90               0.118          0.00729915                   1                   0                   0             -44.498              44.498                   0                   0              44.498              44.498             17.3909            -17.3059            -37.1232              44.498            -17.3909             17.3059             37.1232              44.498
                  90               0.118          0.00729915                   1                   0                   0            -45.8627             45.8627                   0                   0             45.8627             45.8627            -1.10611             24.8344            -38.5411             45.8627             1.10611            -24.8344             38.5411             45.8627
                  90               0.118          0.00729915                   1                   0                   0            -52.7271             52.7271                   0                   0             52.7271             52.7271            -15.4891            -7.08759            -49.8999             52.7271             15.4891             7.08759             49.8999             52.7271
                  90               0.118          0.00729915                   1                   0                   0            -52.2598             52.2598                   0                   0             52.2598             52.2598            -4.17387             -6.6825            -51.6624             52.2598             4.17387              6.6825             51.6624             52.2598
                  90               0.118          0.00729915                   1                   0                   0            -45.1763             45.1763                   0                   0             45.1763             45.1763            -12.1742              37.641            -21.8137             45.1763             12.1742             -37.641             21.8137             45.1763
                  90               0.118          0.00729915                   1                   0                   0            -38.1857             38.1857                   0                   0             38.1857             38.1857            -9.48285            -4.24229            -36.7454             38.1857             9.48285             4.24229             36.7454             38.1857
                  90               0.118          0.00729915                   1                   0                   0            -44.7733             44.7733                   0                   0             44.7733             44.7733             19.1003             14.6693            -37.7444             44.7733            -19.1003            -14.6693             37.7444             44.7733
                  90               0.118          0.00729915                   1                   0                   0            -45.7677             45.7677                   0                   0             45.7677             45.7677            -30.9921            -18.2124            -28.3281             45.7677             30.9921             18.2124             28.3281             45.7677
                  90               0.118          0.00729915                   1                   0                   0            -45.5664             45.5664                   0                   0             45.5664             45.5664             32.2865             7.79014             -31.196             45.5664            -32.2865            -7.79014              31.196             45.5664
                  90               0.118          0.00729915                   1                   0                   0            -45.7752             45.7752                   0                   0             45.7752             45.7752             4.27421            -24.8868            -38.1804             45.7752            -4.27421             24.8868             38.1804             45.7752
                  90               0.118          0.00729915                   1                   0                   0            -45.8103             45.8103                   0                   0             45.8103             45.8103             4.10306            -13.4502            -43.5987             45.8103            -4.10306             13.4502             43.5987             45.8103
                  90               0.118          0.00729915                   1                   0                   0            -44.9241             44.9241                   0                   0             44.9241             44.9241            -26.7582             34.8175            -9.48266             44.9241             26.7582            -34.8175             9.48266             44.9241
                  90               0.118          0.00729915                   1                   0                   0            -42.2117             42.2117                   0                   0             42.2117             42.2117             5.12633             1.51393            -41.8719             42.2117            -5.12633            -1.51393             41.8719             42.2117
                  90               0.118          0.00729915                   1                   0                   0             -45.371              45.371                   0                   0              45.371              45.371            -23.5476             19.0753            -33.7665              45.371             23.5476            -19.0753             33.7665              45.371
                  90               0.118          0.00729915                   1                   0                   0            -45.3931             45.3931                   0                   0             45.3931             45.3931             18.2277            -2.77718            -41.4798             45.3931            -18.2277             2.77718             41.4798             45.3931
                  90               0.118          0.00729915                   1                   0                   0            -53.7467             53.7467                   0                   0             53.7467             53.7467             5.32656             1.60724            -53.4579             53.7467            -5.32656            -1.60724             53.4579             53.7467
                  90               0.118          0.00729915                   1                   0                   0            -49.4877             49.4877                   0                   0             49.4877             49.4877             37.1968            -17.9214             -27.281             49.4877            -37.1968             17.9214              27.281             49.4877
                  90               0.118          0.00729915                   1                   0                   0            -47.9784             47.9784                   0                   0             47.9784             47.9784            -3.60211            -4.02036            -47.6738             47.9784             3.60211             4.02036             47.6738             47.9784
                  90               0.118          0.00729915                   1                   0                   0            -45.2794             45.2794                   0                   0             45.2794             45.2794            -10.1901            -30.4797            -31.8963             45.2794             10.1901             30.4797             31.8963             45.2794
                  90               0.118          0.00729915                   1                   0                   0            -42.7789             42.7789                   0                   0             42.7789             42.7789             5.58706            0.875238            -42.4035             42.7789            -5.58706           -0.875238             42.4035             42.7789
                  90               0.118          0.00729915                   1                   0                   0            -49.3593             49.3593                   0                   0             49.3593             49.3593            -11.6534             41.4021            -24.2158             49.3593             11.6534            -41.4021             24.2158             49.3593
                  90               0.118          0.00729915                   1                   0                   0            -46.0155             46.0155                   0                   0             46.0155             46.0155            -24.5866              35.738            -15.3531             46.0155             24.5866             -35.738             15.3531             46.0155
                  90               0.118          0.00729915                   1                   0                   0            -45.9574             45.9574                   0                   0             45.9574             45.9574            -2.17718            -5.79216            -45.5389             45.9574             2.17718             5.79216             45.5389             45.9574
                  90               0.118          0.00729915                   1                   0                   0             -51.099              51.099                   0                   0              51.099              51.099            -8.40414            -42.2606            -27.4686              51.099             8.40414             42.2606             27.4686              51.099
                  90               0.118          0.00729915                   1                   0                   0             -45.624              45.624                   0                   0              45.624              45.624             33.9048            -2.88076            -30.3927              45.624            -33.9048             2.88076             30.3927              45.624
                  90               0.118          0.00729915                   1                   0                   0            -52.5597             52.5597                   0                   0             52.5597             52.5597            -5.41828            -2.88543               -52.2             52.5597             5.41828             2.88543                52.2             52.5597
                  90               0.118          0.00729915                   1                   0                   0            -46.0142             46.0142                   0                   0             46.0142             46.0142             35.2564            -7.78055            -28.5264             46.0142            -35.2564             7.78055             28.5264             46.0142
                  90               0.118          0.00729915                   1                   0                   0            -45.8857             45.8857                   0                   0             45.8857             45.8857             2.26605            -34.5877            -30.0675             45.8857            -2.26605             34.5877             30.0675             45.8857
                  90               0.118          0.00729915                   1                   0                   0            -45.4095             45.4095                   0                   0             45.4095             45.4095            -22.4145             13.7305            -37.0282             45.4095             22.4145            -13.7305             37.0282             45.4095
                  90               0.118          0.00729915                   1                   0                   0            -46.5292             46.5292                   0                   0             46.5292             46.5292             14.0462             -8.6451            -43.5079             46.5292            -14.0462              8.6451             43.5079             46.5292
                  90               0.118          0.00729915                   1                   0                   0             -45.672              45.672                   0                   0              45.672              45.672             3.45053             5.01531            -45.2645              45.672            -3.45053            -5.01531             45.2645              45.672
                  90               0.118          0.00729915                   1                   0                   0            -47.3239             47.3239                   0                   0             47.3239             47.3239            -20.1759             -11.948            -41.1063             47.3239             20.1759              11.948             41.1063             47.3239
                  90               0.118          0.00729915                   1                   0                   0            -45.9542             45.9542                   0                   0             45.9542             45.9542             14.6131            -37.4769            -22.2199             45.9542            -14.6131             37.4769             22.2199             45.9542
                  90               0.118          0.00729915                   1                   0                   0            -45.2825             45.2825                   0                   0             45.2825             45.2825            -3.85857             43.7322             11.0957             45.2825             3.85857            -43.7322            -11.0957             45.2825
                  90               0.118          0.00729915                   1                   0                   0            -46.3003             46.3003                   0                   0             46.3003             46.3003            -26.9796             37.6224            0.608754             46.3003             26.9796            -37.6224           -0.608754             46.3003
                  90               0.118          0.00729915                   1                   0                   0            -45.3078             45.3078                   0                   0             45.3078             45.3078              25.518            -6.82894            -36.8102             45.3078             -25.518             6.82894             36.8102             45.3078
                  90               0.118          0.00729915                   1                   0                   0            -42.6319             42.6319                   0                   0             42.6319             42.6319             6.51064            -7.30781            -41.4932             42.6319            -6.51064             7.30781             41.4932             42.6319
                  90               0.118          0.00729915                   1                   0                   0            -45.3715             45.3715                   0                   0             45.3715             45.3715             38.0564             19.5387             -15.117             45.3715            -38.0564            -19.5387              15.117             45.3715
                  90               0.118          0.00729915                   1                   0                   0            -45.4838             45.4838                   0                   0             45.4838             45.4838            -11.0604             14.6896            -41.6012             45.4838             11.0604            -14.6896             41.6012             45.4838
                  90               0.118          0.00729915                   1                   0                   0             -51.459              51.459                   0                   0              51.459              51.459             7.53057          -0.0594643            -50.9049              51.459            -7.53057           0.0594643             50.9049              51.459
                  90               0.118          0.00729915                   1                   0                   0            -46.2842             46.2842                   0                   0             46.2842             46.2842             12.3613             42.6732            -12.9778             46.2842            -12.3613            -42.6732             12.9778             46.2842
                  90               0.118          0.00729915                   1                   0                   0            -46.4413             46.4413                   0                   0             46.4413             46.4413            -34.8356            -13.7164            -27.4797             46.4413             34.8356             13.7164             27.4797             46.4413
                  90               0.118          0.00729915                   1                   0                   0             -47.757              47.757                   0                   0              47.757              47.757             22.5533             3.57203            -41.9443              47.757            -22.5533            -3.57203             41.9443              47.757
                  90               0.118          0.00729915                   1                   0                   0            -52.5412             52.5412                   0                   0             52.5412             52.5412            -1.11182            -10.4972            -51.4699             52.5412             1.11182             10.4972             51.4699             52.5412
                  90               0.118          0.00729915                   1                   0                   0            -38.4162             38.4162                   0                   0             38.4162             38.4162            -5.11543             3.59675            -37.9038             38.4162             5.11543            -3.59675             37.9038             38.4162
                  90               0.118          0.00729915                   1                   0                   0            -38.6121             38.6121                   0                   0             38.6121             38.6121           -0.819202             5.13851            -38.2599             38.6121            0.819202            -5.13851             38.2599             38.6121
                  90               0.118          0.00729915                   1                   0                   0            -45.8468             45.8468                   0                   0             45.8468             45.8468             23.4415             15.1349             -36.378             45.8468            -23.4415            -15.1349              36.378             45.8468
                  90               0.118          0.00729915                   1                   0                   0            -37.1105             37.1105                   0                   0             37.1105             37.1105             3.25343             6.41017            -36.4076             37.1105            -3.25343            -6.41017             36.4076             37.1105
                  90               0.118          0.00729915                   1                   0                   0            -48.6809             48.6809                   0                   0             48.6809             48.6809            -15.9663            -6.04808            -45.5886             48.6809             15.9663             6.04808             45.5886             48.6809
                  90               0.118          0.00729915                   1                   0                   0            -44.8916             44.8916                   0                   0             44.8916             44.8916             16.2308            -25.0894            -33.5012             44.8916            -16.2308             25.0894             33.5012             44.8916
                  90               0.118          0.00729915                   1                   0                   0            -50.8414             50.8414                   0                   0             50.8414             50.8414            -30.9265             12.3101              -38.43             50.8414             30.9265            -12.3101               38.43             50.8414
                  90               0.118          0.00729915                   1                   0                   0            -46.1993             46.1993                   0                   0             46.1993             46.1993            -31.2857            -31.5895             -12.557             46.1993             31.2857             31.5895              12.557             46.1993
                  90               0.118          0.00729915                   1                   0                   0             -45.246              45.246                   0                   0              45.246              45.246           -0.271148             -19.611            -40.7742              45.246            0.271148              19.611             40.7742              45.246
                  90               0.118          0.00729915                   1                   0                   0            -42.2401             42.2401                   0                   0             42.2401             42.2401             7.28247            0.649954            -41.6025             42.2401            -7.28247           -0.649954             41.6025             42.2401
                  90               0.118          0.00729915                   1                   0                   0             -46.047              46.047                   0                   0              46.047              46.047            -17.9844             7.68015            -41.6881              46.047             17.9844            -7.68015             41.6881              46.047
                  90               0.118          0.00729915                   1                   0                   0            -46.0449             46.0449                   0                   0             46.0449             46.0449             5.87535            -30.1985            -34.2588             46.0449            -5.87535             30.1985             34.2588             46.0449
                  90               0.118          0.00729915                   1                   0                   0             -45.828              45.828                   0                   0              45.828              45.828             33.4689            -1.32376            -31.2776              45.828            -33.4689             1.32376             31.2776              45.828
                  90               0.118          0.00729915                   1                   0                   0            -46.0896             46.0896                   0                   0             46.0896             46.0896            -4.66786            -6.60441            -45.3745             46.0896             4.66786             6.60441             45.3745             46.0896
                  90               0.118          0.00729915                   1                   0                   0            -45.3648             45.3648                   0                   0             45.3648             45.3648            -38.1871             17.1771             17.4544             45.3648             38.1871            -17.1771            -17.4544             45.3648
                  90               0.118          0.00729915                   1                   0                   0            -45.6366             45.6366                   0                   0             45.6366             45.6366            -41.4641              13.955            -12.9879             45.6366             41.4641             -13.955             12.9879             45.6366
                  90               0.118          0.00729915                   1                   0                   0            -49.3407             49.3407                   0                   0             49.3407             49.3407             3.99766             6.83573             -48.701             49.3407            -3.99766            -6.83573              48.701             49.3407
                  90               0.118          0.00729915                   1                   0                   0            -44.6054             44.6054                   0                   0             44.6054             44.6054            -17.5937            -13.9941            -38.5262             44.6054             17.5937             13.9941             38.5262             44.6054
                  90               0.118          0.00729915                   1                   0                   0            -35.9773             35.9773                   0                   0             35.9773             35.9773            -5.16715             1.29612            -35.5807             35.9773             5.16715            -1.29612             35.5807             35.9773
                  90               0.118          0.00729915                   1                   0                   0            -44.8945             44.8945                   0                   0             44.8945             44.8945            -30.2377            -6.58965            -32.5235             44.8945             30.2377             6.58965             32.5235             44.8945
                  90               0.118          0.00729915                   1                   0                   0            -36.6869             36.6869                   0                   0             36.6869             36.6869            -12.5726            -24.1351            -24.6039             36.6869             12.5726             24.1351             24.6039             36.6869
                  90               0.118          0.00729915                   1                   0                   0            -44.7067             44.7067                   0                   0             44.7067             44.7067            -4.59484            -25.3588            -36.5309             44.7067             4.59484             25.3588             36.5309             44.7067
                  90               0.118          0.00729915                   1                   0                   0            -45.6438             45.6438                   0                   0             45.6438             45.6438            -29.3384             29.0487            -19.4623             45.6438             29.3384            -29.0487             19.4623             45.6438
                  90               0.118          0.00729915                   1                   0                   0            -45.5532             45.5532                   0                   0             45.5532             45.5532            -24.1122            -6.02604            -38.1757             45.5532             24.1122             6.02604             38.1757             45.5532
                  90               0.118          0.00729915                   1                   0                   0            -35.9312             35.9312                   0                   0             35.9312             35.9312            0.672232             5.71816            -35.4669             35.9312           -0.672232            -5.71816             35.4669             35.9312
                  90               0.118          0.00729915                   1                   0                   0            -45.4849             45.4849                   0                   0             45.4849             45.4849            -3.42617             5.75127            -44.9896             45.4849             3.42617            -5.75127             44.9896             45.4849
                  90               0.118          0.00729915                   1                   0                   0            -50.9715             50.9715                   0                   0             50.9715             50.9715            -10.6139            -1.41158            -49.8342             50.9715             10.6139             1.41158             49.8342             50.9715
